id;pregunta;a;b;c;d;correcta;tema;doc;categoria_ope;fuente;fecha_incorporacion;aciertos;apariciones;porcentaje_aciertos
84;Cual de las siguientes NO es una funcion principal de la vigilancia epidemiologica?;Diagnostico individual de enfermedades;Deteccion precoz de brotes epidemicos;Monitorizacion de tendencias de enfermedades;Evaluacion de la efectividad de intervenciones;A;Epidemiologia;banco_preguntas.csv;renave_declaracion;original;2025-09-18;0;0;0
85;"Que significa el termino ""endemia"" en epidemiologia?";Presencia habitual de una enfermedad en una zona geografica determinada;Aparicion repentina de un numero de casos de una enfermedad superior al esperado;Propagacion mundial de una nueva enfermedad;Ausencia total de una enfermedad en una poblacion;A;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
86;Que tipo de estudio epidemiologico permite establecer una relacion causa-efecto con mayor certeza?;Estudio de casos y controles;Estudio de cohortes;Estudio transversal;Ensayo clinico aleatorizado;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
87;"Que se entiende por ""validez interna"" de un estudio epidemiologico?";Grado en que los resultados del estudio son generalizables a otras poblaciones;Grado en que el estudio mide lo que pretende medir;Grado en que los resultados del estudio son atribuibles a la exposicion y no a otros factores;Grado en que el estudio es replicable por otros investigadores;C;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
88;Cual de las siguientes NO es una causa comun de sesgo de informacion en estudios epidemiologicos?;Error en la medicion de la exposicion;Error en la medicion de la enfermedad;Perdida diferencial de participantes entre los grupos;Sesgo de recuerdo;C;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
89;Que tipo de estudio epidemiologico es el mas adecuado para evaluar la eficacia de una nueva vacuna?;Estudio de casos y controles;Estudio de cohortes;Estudio transversal;Ensayo clinico aleatorizado;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
90;"Que se entiende por ""tasa de ataque"" en epidemiologia?";Numero de casos nuevos de una enfermedad dividido por el numero de personas en riesgo al inicio del periodo;Numero total de casos de una enfermedad dividido por la poblacion total;Numero de muertes por una enfermedad dividido por el numero de casos de esa enfermedad;Numero de casos nuevos de una enfermedad dividido por el numero de personas expuestas;D;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
91;"Que significa el termino ""pandemia"" en epidemiologia?";Presencia habitual de una enfermedad en una zona geografica determinada;Aparicion repentina de un numero de casos de una enfermedad superior al esperado;Propagacion mundial de una nueva enfermedad;Ausencia total de una enfermedad en una poblacion;C;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
92;Cual de los siguientes NO es un principio fundamental de la epidemiologia?;La enfermedad no ocurre al azar;La enfermedad tiene causas identificables;La enfermedad se distribuye de forma homogenea en la poblacion;La enfermedad se puede prevenir;C;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
93;Que tipo de estudio epidemiologico es el mas adecuado para investigar la causa de una enfermedad rara?;Ensayo clinico aleatorizado;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;C;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
94;"Que se entiende por ""sesgo de confusion"" en epidemiologia?";Error sistematico en la medicion de la exposicion o la enfermedad;Distorsion de la asociacion entre la exposicion y la enfermedad debido a un tercer factor;Perdida selectiva de participantes durante el estudio;Diferencias en el recuerdo de la exposicion entre casos y controles;B;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
95;"Que significa el termino ""brote"" o ""epidemia localizada"" en epidemiologia?";Presencia habitual de una enfermedad en una zona geografica determinada;Aparicion repentina de un numero de casos de una enfermedad superior al esperado en un area limitada;Propagacion mundial de una nueva enfermedad;Ausencia total de una enfermedad en una poblacion;B;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
96;Que tipo de estudio epidemiologico es el mas adecuado para evaluar la seguridad de un nuevo farmaco tras su comercializacion?;Ensayo clinico aleatorizado;Estudio de cohortes;Estudio de casos y controles;Estudio de farmacovigilancia;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
97;"Que se entiende por ""validez externa"" de un estudio epidemiologico?";Grado en que los resultados del estudio son generalizables a otras poblaciones;Grado en que el estudio mide lo que pretende medir;Grado en que los resultados del estudio son atribuibles a la exposicion;Grado en que el estudio es replicable;A;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
98;"Que significa el termino ""portador asintomatico"" en epidemiologia?";Persona que presenta sintomas leves de una enfermedad infecciosa;Persona que esta infectada con un agente infeccioso pero no presenta sintomas;Persona que ha superado una enfermedad infecciosa y ya no es contagiosa;Persona que es resistente a una determinada enfermedad infecciosa;B;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
99;Que tipo de estudio epidemiologico es el mas adecuado para evaluar la efectividad de una intervencion compleja a nivel poblacional?;Ensayo clinico aleatorizado;Estudio de cohortes;Estudio de casos y controles;Estudio cuasiexperimental;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
100;"Que significa el termino ""huesped susceptible"" en epidemiologia?";Persona que ha estado expuesta a un agente infeccioso;Persona que tiene factores de riesgo que aumentan la probabilidad de contraer una enfermedad;Persona que es resistente a una determinada enfermedad infecciosa;Persona que esta actualmente infectada con un agente infeccioso;B;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
101;Que tipo de estudio epidemiologico es el mas adecuado para describir la prevalencia de una enfermedad en una poblacion en un momento dado?;Ensayo clinico aleatorizado;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
102;Que tipo de estudio epidemiologico es el mas adecuado para investigar la relacion entre la exposicion a un factor de riesgo y la aparicion de una enfermedad a lo largo del tiempo?;Ensayo clinico aleatorizado;Estudio de casos y controles;Estudio transversal;Estudio de cohortes;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
103;Cual de los siguientes NO es un objetivo de la epidemiologia descriptiva?;Identificar las causas de las enfermedades;Describir la frecuencia y distribucion de las enfermedades;Generar hipotesis etiologicas;Evaluar tendencias de las enfermedades;A;Epidemiologia;banco_preguntas.csv;mir_medicina_preventiva;original;2025-09-18;0;0;0
104;Que tipo de estudio epidemiologico es util para medir la asociacion entre multiples exposiciones y una enfermedad?;Ensayo clinico aleatorizado;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;D;Epidemiologia;banco_preguntas.csv;otros;original;2025-09-18;0;0;0
105;Cual de las siguientes NO es una caracteristica de un brote epidemico?;Aumento inusual del numero de casos;Agrupacion de casos en tiempo y lugar;Patron de presentacion esporadico;Posible causa comun identificable;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
106;Que concepto epidemiologico describe la capacidad de una prueba para identificar correctamente a las personas que realmente tienen la enfermedad?;Especificidad;Valor predictivo negativo;Sensibilidad;Valor predictivo positivo;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
107;Que tipo de vigilancia epidemiologica se caracteriza por la recogida sistematica y continua de datos sobre eventos de salud especificos?;Vigilancia pasiva;Vigilancia activa;Vigilancia centinela;Vigilancia sindromica;B;Epidemiologia;navarra 2021?;renave_declaracion;original;2025-09-18;0;0;0
108;Que tipo de estudio epidemiologico compara la exposicion a un factor entre un grupo de personas con la enfermedad (casos) y un grupo de personas sin la enfermedad (controles)?;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;Ensayo clinico aleatorizado;B;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
109;Cual de las siguientes NO es una causa comun de errores en la medicion de la exposicion en estudios epidemiologicos?;Sesgo de recuerdo;Sesgo del observador;Aleatorizacion de la exposicion;Sesgo de seleccion;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
110;Que concepto epidemiologico describe la capacidad de una prueba para identificar correctamente a las personas que NO tienen la enfermedad?;Especificidad;Sensibilidad;Valor predictivo positivo;Valor predictivo negativo;A;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
111;Cual de las siguientes NO es una medida de frecuencia utilizada en epidemiologia?;Razon;Proporcion;Tasa;Odds ratio;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
112;Que tipo de estudio epidemiologico examina la relacion entre una exposicion y una enfermedad en una poblacion definida en un punto especifico en el tiempo?;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;Ensayo clinico aleatorizado;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
113;Cual de los siguientes NO es un componente esencial de un sistema de vigilancia epidemiologica eficaz?;Recoleccion de datos;Analisis e interpretacion de datos;Diseminacion de la informacion;Tratamiento individualizado de los casos;D;Epidemiologia;navarra 2021?;renave_declaracion;original;2025-09-18;0;0;0
114;Que concepto epidemiologico describe la ocurrencia de mas casos de una enfermedad de lo esperado en un area geografica especifica durante un periodo de tiempo determinado?;Caso esporadico;Endemia;Epidemia;Pandemia;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
115;Cual de los siguientes NO es un factor que influye en la validez interna de un estudio epidemiologico?;Sesgo de seleccion;Sesgo de informacion;Sesgo de confusion;Tamano de la muestra;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
116;Que tipo de estudio epidemiologico es util para investigar brotes de enfermedades infecciosas?;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;Ensayo clinico aleatorizado;B;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
117;Cual de los siguientes NO es un objetivo de la vigilancia de la salud publica?;Detectar cambios en la ocurrencia de enfermedades;Identificar factores de riesgo;Evaluar la efectividad de las intervenciones;Proporcionar tratamiento medico gratuito;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
118;Que concepto epidemiologico describe la presencia habitual de una enfermedad en una poblacion o area geografica especifica?;Caso esporadico;Endemia;Epidemia;Pandemia;B;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
119;Cual de los siguientes NO es un factor que puede influir en la validez externa de un estudio epidemiologico?;Representatividad de la muestra;Especificidad de la prueba diagnostica;Consistencia de los resultados en diferentes poblaciones;Tamano del efecto observado;B;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
120;Cual de las siguientes NO es una medida de asociacion utilizada en epidemiologia?;Riesgo relativo;Odds ratio;Prevalencia;Razon de tasas de incidencia;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
121;Que tipo de estudio epidemiologico sigue a un grupo de personas a lo largo del tiempo para observar la ocurrencia de una enfermedad en relacion con una exposicion?;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;Ensayo clinico aleatorizado;A;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
122;Que concepto epidemiologico describe la propagacion mundial de una nueva enfermedad?;Caso esporadico;Endemia;Epidemia;Pandemia;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
123;Que tipo de estudio epidemiologico compara la frecuencia de una exposicion en personas con una enfermedad con la frecuencia en personas sin la enfermedad?;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;Ensayo clinico aleatorizado;B;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
124;Cual de los siguientes NO es un metodo para mejorar la calidad de los datos en la vigilancia epidemiologica?;Estandarizacion de los procedimientos de recoleccion de datos;Capacitacion del personal;Implementacion de controles de calidad;Eliminacion de todos los datos atipicos;D;Epidemiologia;navarra 2021?;renave_declaracion;original;2025-09-18;0;0;0
125;Que concepto epidemiologico describe la ausencia de una enfermedad en una poblacion o area geografica especifica?;Endemia;Epidemia;Pandemia;Eliminacion;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
126;Que tipo de estudio epidemiologico es util para generar hipotesis sobre posibles causas de una enfermedad?;Estudio de cohortes;Estudio de casos y controles;Estudio ecologico;Ensayo clinico aleatorizado;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
127;Que concepto epidemiologico describe un brote de una enfermedad que se extiende por varios paises o continentes?;Endemia;Epidemia;Pandemia;Brote localizado;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
128;Que tipo de estudio epidemiologico es util para evaluar la efectividad de una intervencion de salud publica?;Estudio de cohortes;Estudio de casos y controles;Estudio transversal;Ensayo comunitario;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
129;Cual de los siguientes NO es un objetivo de la vigilancia de enfermedades transmisibles?;Detectar brotes de manera temprana;Identificar fuentes de infeccion;Implementar medidas de control adecuadas;Garantizar la confidencialidad absoluta de todos los casos;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
130;Que concepto epidemiologico describe la ocurrencia de casos de una enfermedad de forma dispersa y sin un patron claro?;Caso esporadico;Endemia;Epidemia;Pandemia;A;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
131;Cual de los siguientes NO es un factor que puede influir en la calidad de los datos en un estudio epidemiologico?;Diseno del cuestionario;Entrenamiento de los entrevistadores;Procedimientos de codificacion;Numero de investigadores involucrados;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
132;Que tipo de estudio epidemiologico es util para describir la frecuencia y las caracteristicas de una enfermedad en una poblacion?;Estudio de cohortes;Estudio de casos y controles;Estudio descriptivo;Ensayo clinico aleatorizado;C;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
133;Que concepto epidemiologico describe un aumento repentino y significativo en la ocurrencia de una enfermedad en un area geografica limitada?;Endemia;Brote;Pandemia;Caso aislado;B;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
134;Cual de los siguientes NO es un factor que puede influir en la interpretacion de los resultados de un estudio epidemiologico?;Fuerza de la asociacion;Consistencia de los hallazgos;Gradiente biologico;Opinion personal del investigador;D;Epidemiologia;navarra 2021?;examenes_navarra_pais_vasco;original;2025-09-18;0;0;0
